 -0.0   23.4
  0.3   50.2
  0.5   77.0
  0.8  103.7
  1.0  130.5
  1.3  157.3
  1.5  184.1
  1.8  210.9
  2.0  237.7
  2.3  264.5
  2.5  291.2
  2.8  318.0
  3.0  344.8
  3.3  371.6
  3.5  398.4
  3.8  425.2
  4.0  452.0
  4.3  478.7
  4.5  505.5
  4.8  532.3
  5.0  568.2
  5.3  621.8
  5.5  675.3
  5.8  728.9
  6.0  782.5
  6.3  836.0
  6.5  889.6
  6.8  943.2
  7.0  996.7
  7.3 1050.3
  7.5 1103.9
  7.8 1157.5
  8.0 1211.0
  8.3 1264.6
  8.5 1300.0
  8.8 1300.0
  9.0 1300.0
  9.3 1300.0
  9.5 1300.0
  9.8 1300.0
 10.0 1300.0
 10.3 1300.0
 10.5 1300.0
 10.8 1300.0
 11.0 1300.0
 11.3 1300.0
 11.5 1300.0
 11.8 1300.0
 12.0 1300.0
 12.3 1300.0
 12.5 1300.0
 12.8 1300.0
 13.0 1300.0
 13.3 1300.0
 13.5 1300.0
 13.8 1300.0
 14.0 1300.0
 14.3 1300.0
 14.5 1300.0
 14.8 1300.0
 15.0 1300.0
